period,account_code,account_name,statement_section,amount
2024-11,1310,Leasehold Improvements - Gross,Balance Sheet,964588.62
2024-11,1320,Accumulated Depreciation,Balance Sheet,-1089292.52
2024-11,1325,ROU Asset - Operating Leases,Balance Sheet,300400.0
2024-11,2000,Accounts Payable - Trade,Balance Sheet,-72334.92
2024-11,2005,Accounts Payable - Labs,Balance Sheet,-37263.44
2024-11,2010,Accrued Payroll and Taxes,Balance Sheet,-22345.77
2024-11,2025,Accrued Other Expenses,Balance Sheet,-20626.86
2024-11,2035,Patient Prepayments,Balance Sheet,-9155.09
2024-11,2040,Deferred Revenue - Membership Plan,Balance Sheet,-10613.38
2024-11,2055,Line of Credit,Balance Sheet,-0.0
2024-11,2060,Long-term Debt,Balance Sheet,-561263.02
2024-11,3000,Common Stock,Balance Sheet,-100000.0
2024-11,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-11,3010,Retained Earnings,Balance Sheet,-1592629.87
2024-11,3015,Owner Distributions,Balance Sheet,31476.19
2024-11,3045,Current Year Earnings,Balance Sheet,1195083.89
2024-11,4000,Hygiene Preventive Revenue,Revenue,-533938.29
2024-11,4005,Hygiene Periodontal Revenue,Revenue,-246433.06
2024-11,4010,Periodic Exams Revenue,Revenue,-164288.7
2024-11,4015,New Patient Exams Revenue,Revenue,-123216.53
2024-11,4020,Restorative Fillings Revenue,Revenue,-328577.41
2024-11,4025,Crown and Bridge Revenue,Revenue,-410721.76
2024-11,4030,Endodontic Revenue,Revenue,-246433.06
2024-11,4035,Oral Surgery Revenue,Revenue,-246433.06
2024-11,4040,Invisalign Revenue,Revenue,-328577.41
2024-11,4045,Whitening Revenue,Revenue,-82144.35
2024-11,4050,Pediatric Dentistry Revenue,Revenue,-123216.53
2024-11,4055,Implant Placement Revenue,Revenue,-287505.23
2024-11,4060,Implant Restoration Revenue,Revenue,-164288.7
2024-11,4065,Prosthodontic Revenue,Revenue,-123216.53
2024-11,4070,Emergency Visit Revenue,Revenue,-102680.44
2024-11,4075,Radiography and Diagnostics Revenue,Revenue,-102680.44
2024-11,4080,Night Guard and Appliance Revenue,Revenue,-41072.18
2024-11,4085,Other Clinical Revenue,Revenue,-41072.18
2024-11,4090,Insurance Reimbursements True-up,Revenue,-61608.26
2024-11,4091,Dental Membership Plan Revenue,Revenue,-49286.61
2024-11,4092,Sedation Adjunct Revenue,Revenue,-41072.18
2024-11,4093,Cancellation and Late Fee Revenue,Revenue,-20536.09
2024-11,4094,Capitation Revenue,Revenue,-41072.18
2024-11,4095,Contractual Adjustments and Write-offs,Revenue,-287345.73
2024-11,4096,Lab Cost Reimbursements,Revenue,-32857.74
2024-11,5000,Dental Consumable Supplies,COGS,107088.84
2024-11,5005,Sterilization Supplies,COGS,53544.42
2024-11,5010,Anesthesia and Sedation Drugs,COGS,35696.28
2024-11,5015,Implant Components,COGS,71392.56
2024-11,5020,Endodontic Materials,COGS,35696.28
2024-11,5025,Oral Surgery Supplies,COGS,35696.28
2024-11,5030,Orthodontic Aligner Lab Fees,COGS,71392.56
2024-11,5035,Crown and Bridge Lab Fees,COGS,107088.84
2024-11,5040,Denture and Prosthetic Lab Fees,COGS,53544.42
2024-11,5045,Whitening Material Costs,COGS,17848.14
2024-11,5050,PPE and Infection Control,COGS,44620.35
2024-11,5055,Clinical Laundry and Linen,COGS,17848.14
2024-11,5060,Merchant Processing - Patient Payments,COGS,35696.28
2024-11,5065,Small Clinical Instruments,COGS,26772.21
2024-11,5070,Disposable Chairside Kits,COGS,26772.21
2024-11,5075,Temporary Crown Materials,COGS,17848.14
2024-11,5080,Nitrous Oxide and Gas Supplies,COGS,17848.14
2024-11,5085,Intraoral Scanner Tips,COGS,17848.14
2024-11,5090,Surgical Sutures and Dressings,COGS,17848.14
2024-11,5095,Lab Shipping and Handling,COGS,26772.21
2024-11,6000,Dentist Payroll,Operating Expense,403253.31
2024-11,6005,Dentist Payroll Taxes,Operating Expense,33604.44
2024-11,6010,Hygienist Payroll,Operating Expense,285637.76
2024-11,6015,Hygienist Payroll Taxes,Operating Expense,23523.11
2024-11,6020,Dental Assistant Payroll,Operating Expense,252033.32
2024-11,6025,Dental Assistant Payroll Taxes,Operating Expense,20162.67
2024-11,6030,Front Desk Payroll,Operating Expense,151219.99
2024-11,6035,Front Desk Payroll Taxes,Operating Expense,11761.55
2024-11,6040,Practice Manager Payroll,Operating Expense,80650.66
2024-11,6045,Practice Manager Payroll Taxes,Operating Expense,6720.89
2024-11,6050,Employee Benefits - Health,Operating Expense,73929.77
2024-11,6055,Employee Benefits - Retirement,Operating Expense,26883.55
2024-11,6060,Rent - Main Clinic,Operating Expense,168022.21
2024-11,6065,Rent - Satellite Operatories,Operating Expense,33604.44
2024-11,6070,Common Area Maintenance,Operating Expense,30244.0
2024-11,6075,Property Insurance,Operating Expense,13441.78
2024-11,6080,Utilities - Electric and Gas,Operating Expense,16802.22
2024-11,6085,Utilities - Water and Waste,Operating Expense,6720.89
2024-11,6090,Telephone and Internet,Operating Expense,6720.89
2024-11,6095,Software Subscriptions - PMS,Operating Expense,16802.22
2024-11,6100,Software Subscriptions - Imaging,Operating Expense,10081.33
2024-11,6105,IT Support and Cybersecurity,Operating Expense,13441.78
2024-11,6110,Marketing - Digital Ads,Operating Expense,33604.44
2024-11,6115,Marketing - Community Outreach,Operating Expense,10081.33
2024-11,6120,Professional Fees - Legal,Operating Expense,6720.89
2024-11,6125,Professional Fees - Accounting,Operating Expense,8401.11
2024-11,6130,Bank Charges and ACH Fees,Operating Expense,4368.58
2024-11,6135,Office Supplies,Operating Expense,4368.58
2024-11,6140,Repairs and Maintenance - Equipment,Operating Expense,13441.78
2024-11,6145,Repairs and Maintenance - Facility,Operating Expense,11761.55
2024-11,6150,Travel and Training,Operating Expense,6048.8
2024-11,6155,Licenses and Continuing Education,Operating Expense,8401.11
2024-11,6160,Insurance - Malpractice,Operating Expense,11761.55
2024-11,6165,Insurance - General Liability,Operating Expense,5040.67
2024-11,6170,Janitorial Services,Operating Expense,6048.8
2024-11,6175,Waste Disposal - Biohazard,Operating Expense,5040.67
2024-11,6180,Dues and Subscriptions,Operating Expense,3360.44
2024-11,6185,Patient Financing Fees,Operating Expense,8401.11
2024-11,6190,Bad Debt Expense,Operating Expense,16802.22
2024-11,6195,Depreciation Expense,Operating Expense,53767.11
2024-11,6200,Amortization Expense,Operating Expense,5040.67
2024-11,6205,Interest Expense,Operating Expense,11761.55
2024-11,6210,State Franchise and Local Taxes,Operating Expense,237861.3
2024-11,6215,Recruiting Expense,Operating Expense,4704.62
2024-11,6220,Postage and Courier,Operating Expense,2688.36
2024-11,6225,Security Monitoring,Operating Expense,3360.44
2024-11,6230,Clinical Consulting Fees,Operating Expense,6048.8
2024-11,6235,Temporary Staffing,Operating Expense,15122.0
2024-11,6240,Software Implementation Costs,Operating Expense,4032.53
2024-11,6245,Smallwares and Breakroom,Operating Expense,3024.4
2024-12,1000,Operating Cash,Balance Sheet,660994.8
2024-12,1005,Payroll Cash,Balance Sheet,107603.8
2024-12,1100,Accounts Receivable - Insurance,Balance Sheet,37035.07
2024-12,1105,Accounts Receivable - Patient,Balance Sheet,18249.17
2024-12,1115,Allowance for Doubtful Accounts,Balance Sheet,-1610.22
2024-12,1200,Inventory - Clinical Supplies,Balance Sheet,33782.01
2024-12,1210,Prepaid Insurance,Balance Sheet,1037.64
2024-12,1215,Prepaid Rent,Balance Sheet,957.82
2024-12,1300,Dental Equipment - Gross,Balance Sheet,1565226.39
2024-12,1310,Leasehold Improvements - Gross,Balance Sheet,959332.31
2024-12,1320,Accumulated Depreciation,Balance Sheet,-1095346.61
2024-12,1325,ROU Asset - Operating Leases,Balance Sheet,295200.0
2024-12,2000,Accounts Payable - Trade,Balance Sheet,-81743.58
2024-12,2005,Accounts Payable - Labs,Balance Sheet,-42110.33
2024-12,2010,Accrued Payroll and Taxes,Balance Sheet,-25989.19
2024-12,2025,Accrued Other Expenses,Balance Sheet,-23990.02
2024-12,2035,Patient Prepayments,Balance Sheet,-9141.41
2024-12,2040,Deferred Revenue - Membership Plan,Balance Sheet,-5994.98
2024-12,2055,Line of Credit,Balance Sheet,-0.0
2024-12,2060,Long-term Debt,Balance Sheet,-555490.5
2024-12,3000,Common Stock,Balance Sheet,-100000.0
2024-12,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-12,3010,Retained Earnings,Balance Sheet,-1653456.74
2024-12,3015,Owner Distributions,Balance Sheet,35454.56
2024-12,3045,Current Year Earnings,Balance Sheet,1322167.2
2024-12,4000,Hygiene Preventive Revenue,Revenue,-591294.61
2024-12,4005,Hygiene Periodontal Revenue,Revenue,-272905.21
2024-12,4010,Periodic Exams Revenue,Revenue,-181936.8
2024-12,4015,New Patient Exams Revenue,Revenue,-136452.6
2024-12,4020,Restorative Fillings Revenue,Revenue,-363873.61
2024-12,4025,Crown and Bridge Revenue,Revenue,-454842.01
2024-12,4030,Endodontic Revenue,Revenue,-272905.21
2024-12,4035,Oral Surgery Revenue,Revenue,-272905.21
2024-12,4040,Invisalign Revenue,Revenue,-363873.61
2024-12,4045,Whitening Revenue,Revenue,-90968.4
2024-12,4050,Pediatric Dentistry Revenue,Revenue,-136452.6
2024-12,4055,Implant Placement Revenue,Revenue,-318389.41
2024-12,4060,Implant Restoration Revenue,Revenue,-181936.8
2024-12,4065,Prosthodontic Revenue,Revenue,-136452.6
2024-12,4070,Emergency Visit Revenue,Revenue,-113710.5
2024-12,4075,Radiography and Diagnostics Revenue,Revenue,-113710.5
2024-12,4080,Night Guard and Appliance Revenue,Revenue,-45484.2
2024-12,4085,Other Clinical Revenue,Revenue,-45484.2
2024-12,4090,Insurance Reimbursements True-up,Revenue,-68226.3
2024-12,4091,Dental Membership Plan Revenue,Revenue,-54581.04
2024-12,4092,Sedation Adjunct Revenue,Revenue,-45484.2
2024-12,4093,Cancellation and Late Fee Revenue,Revenue,-22742.1
2024-12,4094,Capitation Revenue,Revenue,-45484.2
2024-12,4095,Contractual Adjustments and Write-offs,Revenue,-320474.03
2024-12,4096,Lab Cost Reimbursements,Revenue,-36387.36
2024-12,5000,Dental Consumable Supplies,COGS,118021.02
2024-12,5005,Sterilization Supplies,COGS,59010.51
2024-12,5010,Anesthesia and Sedation Drugs,COGS,39340.34
2024-12,5015,Implant Components,COGS,78680.68
2024-12,5020,Endodontic Materials,COGS,39340.34
2024-12,5025,Oral Surgery Supplies,COGS,39340.34
2024-12,5030,Orthodontic Aligner Lab Fees,COGS,78680.68
2024-12,5035,Crown and Bridge Lab Fees,COGS,118021.02
2024-12,5040,Denture and Prosthetic Lab Fees,COGS,59010.51
2024-12,5045,Whitening Material Costs,COGS,19670.17
2024-12,5050,PPE and Infection Control,COGS,49175.42
2024-12,5055,Clinical Laundry and Linen,COGS,19670.17
2024-12,5060,Merchant Processing - Patient Payments,COGS,39340.34
2024-12,5065,Small Clinical Instruments,COGS,29505.25
2024-12,5070,Disposable Chairside Kits,COGS,29505.25
2024-12,5075,Temporary Crown Materials,COGS,19670.17
2024-12,5080,Nitrous Oxide and Gas Supplies,COGS,19670.17
2024-12,5085,Intraoral Scanner Tips,COGS,19670.17
2024-12,5090,Surgical Sutures and Dressings,COGS,19670.17
2024-12,5095,Lab Shipping and Handling,COGS,29505.25
2024-12,6000,Dentist Payroll,Operating Expense,448659.0
2024-12,6005,Dentist Payroll Taxes,Operating Expense,37388.25
2024-12,6010,Hygienist Payroll,Operating Expense,317800.13
2024-12,6015,Hygienist Payroll Taxes,Operating Expense,26171.78
2024-12,6020,Dental Assistant Payroll,Operating Expense,280411.88
2024-12,6025,Dental Assistant Payroll Taxes,Operating Expense,22432.95
2024-12,6030,Front Desk Payroll,Operating Expense,168247.13
2024-12,6035,Front Desk Payroll Taxes,Operating Expense,13085.89
2024-12,6040,Practice Manager Payroll,Operating Expense,89731.8
2024-12,6045,Practice Manager Payroll Taxes,Operating Expense,7477.65
2024-12,6050,Employee Benefits - Health,Operating Expense,82254.15
2024-12,6055,Employee Benefits - Retirement,Operating Expense,29910.6
2024-12,6060,Rent - Main Clinic,Operating Expense,186941.25
2024-12,6065,Rent - Satellite Operatories,Operating Expense,37388.25
2024-12,6070,Common Area Maintenance,Operating Expense,33649.43
2024-12,6075,Property Insurance,Operating Expense,14955.3
2024-12,6080,Utilities - Electric and Gas,Operating Expense,18694.13
2024-12,6085,Utilities - Water and Waste,Operating Expense,7477.65
2024-12,6090,Telephone and Internet,Operating Expense,7477.65
2024-12,6095,Software Subscriptions - PMS,Operating Expense,18694.13
2024-12,6100,Software Subscriptions - Imaging,Operating Expense,11216.48
2024-12,6105,IT Support and Cybersecurity,Operating Expense,14955.3
2024-12,6110,Marketing - Digital Ads,Operating Expense,37388.25
2024-12,6115,Marketing - Community Outreach,Operating Expense,11216.48
2024-12,6120,Professional Fees - Legal,Operating Expense,7477.65
2024-12,6125,Professional Fees - Accounting,Operating Expense,9347.06
2024-12,6130,Bank Charges and ACH Fees,Operating Expense,4860.47
2024-12,6135,Office Supplies,Operating Expense,4860.47
2024-12,6140,Repairs and Maintenance - Equipment,Operating Expense,14955.3
2024-12,6145,Repairs and Maintenance - Facility,Operating Expense,13085.89
2024-12,6150,Travel and Training,Operating Expense,6729.89
2024-12,6155,Licenses and Continuing Education,Operating Expense,9347.06
2024-12,6160,Insurance - Malpractice,Operating Expense,13085.89
2024-12,6165,Insurance - General Liability,Operating Expense,5608.24
2024-12,6170,Janitorial Services,Operating Expense,6729.89
2024-12,6175,Waste Disposal - Biohazard,Operating Expense,5608.24
2024-12,6180,Dues and Subscriptions,Operating Expense,3738.83
2024-12,6185,Patient Financing Fees,Operating Expense,9347.06
2024-12,6190,Bad Debt Expense,Operating Expense,18694.13
2024-12,6195,Depreciation Expense,Operating Expense,59821.2
2024-12,6200,Amortization Expense,Operating Expense,5608.24
2024-12,6205,Interest Expense,Operating Expense,13085.89
2024-12,6210,State Franchise and Local Taxes,Operating Expense,261304.86
2024-12,6215,Recruiting Expense,Operating Expense,5234.36
2024-12,6220,Postage and Courier,Operating Expense,2991.06
2024-12,6225,Security Monitoring,Operating Expense,3738.83
2024-12,6230,Clinical Consulting Fees,Operating Expense,6729.89
2024-12,6235,Temporary Staffing,Operating Expense,16824.71
2024-12,6240,Software Implementation Costs,Operating Expense,4486.59
2024-12,6245,Smallwares and Breakroom,Operating Expense,3364.94
2025-01,1000,Operating Cash,Balance Sheet,681689.98
2025-01,1005,Payroll Cash,Balance Sheet,110972.79
2025-01,1100,Accounts Receivable - Insurance,Balance Sheet,26407.8
2025-01,1105,Accounts Receivable - Patient,Balance Sheet,13012.54
2025-01,1115,Allowance for Doubtful Accounts,Balance Sheet,-1148.17
2025-01,1200,Inventory - Clinical Supplies,Balance Sheet,43848.89
2025-01,1210,Prepaid Insurance,Balance Sheet,794.96
2025-01,1215,Prepaid Rent,Balance Sheet,733.81
2025-01,1300,Dental Equipment - Gross,Balance Sheet,1573664.4
2025-01,1310,Leasehold Improvements - Gross,Balance Sheet,964503.99
2025-01,1320,Accumulated Depreciation,Balance Sheet,-1100177.06
2025-01,1325,ROU Asset - Operating Leases,Balance Sheet,290000.0
2025-01,2000,Accounts Payable - Trade,Balance Sheet,-69262.27
2025-01,2005,Accounts Payable - Labs,Balance Sheet,-35680.56
2025-01,2010,Accrued Payroll and Taxes,Balance Sheet,-21862.27
2025-01,2025,Accrued Other Expenses,Balance Sheet,-20180.55
2025-01,2035,Patient Prepayments,Balance Sheet,-7466.05
2025-01,2040,Deferred Revenue - Membership Plan,Balance Sheet,-9691.36
2025-01,2055,Line of Credit,Balance Sheet,-0.0
2025-01,2060,Long-term Debt,Balance Sheet,-549428.63
2025-01,3000,Common Stock,Balance Sheet,-100000.0
2025-01,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2025-01,3010,Retained Earnings,Balance Sheet,-1706186.79
2025-01,3015,Owner Distributions,Balance Sheet,35454.56
2025-01,3045,Current Year Earnings,Balance Sheet,109430.21
2025-01,4000,Hygiene Preventive Revenue,Revenue,-48419.92
2025-01,4005,Hygiene Periodontal Revenue,Revenue,-22347.65
2025-01,4010,Periodic Exams Revenue,Revenue,-14898.44
2025-01,4015,New Patient Exams Revenue,Revenue,-11173.83
2025-01,4020,Restorative Fillings Revenue,Revenue,-29796.87
2025-01,4025,Crown and Bridge Revenue,Revenue,-37246.09
2025-01,4030,Endodontic Revenue,Revenue,-22347.65
2025-01,4035,Oral Surgery Revenue,Revenue,-22347.65
2025-01,4040,Invisalign Revenue,Revenue,-29796.87
2025-01,4045,Whitening Revenue,Revenue,-7449.22
2025-01,4050,Pediatric Dentistry Revenue,Revenue,-11173.83
2025-01,4055,Implant Placement Revenue,Revenue,-26072.26
2025-01,4060,Implant Restoration Revenue,Revenue,-14898.44
2025-01,4065,Prosthodontic Revenue,Revenue,-11173.83
2025-01,4070,Emergency Visit Revenue,Revenue,-9311.52
2025-01,4075,Radiography and Diagnostics Revenue,Revenue,-9311.52
2025-01,4080,Night Guard and Appliance Revenue,Revenue,-3724.61
2025-01,4085,Other Clinical Revenue,Revenue,-3724.61
2025-01,4090,Insurance Reimbursements True-up,Revenue,-5586.91
2025-01,4091,Dental Membership Plan Revenue,Revenue,-4469.53
2025-01,4092,Sedation Adjunct Revenue,Revenue,-3724.61
2025-01,4093,Cancellation and Late Fee Revenue,Revenue,-1862.3
2025-01,4094,Capitation Revenue,Revenue,-3724.61
2025-01,4095,Contractual Adjustments and Write-offs,Revenue,-28350.08
2025-01,4096,Lab Cost Reimbursements,Revenue,-2979.69
2025-01,5000,Dental Consumable Supplies,COGS,10247.94
2025-01,5005,Sterilization Supplies,COGS,5123.97
2025-01,5010,Anesthesia and Sedation Drugs,COGS,3415.98
2025-01,5015,Implant Components,COGS,6831.96
2025-01,5020,Endodontic Materials,COGS,3415.98
2025-01,5025,Oral Surgery Supplies,COGS,3415.98
2025-01,5030,Orthodontic Aligner Lab Fees,COGS,6831.96
2025-01,5035,Crown and Bridge Lab Fees,COGS,10247.94
2025-01,5040,Denture and Prosthetic Lab Fees,COGS,5123.97
2025-01,5045,Whitening Material Costs,COGS,1707.99
2025-01,5050,PPE and Infection Control,COGS,4269.97
2025-01,5055,Clinical Laundry and Linen,COGS,1707.99
2025-01,5060,Merchant Processing - Patient Payments,COGS,3415.98
2025-01,5065,Small Clinical Instruments,COGS,2561.98
2025-01,5070,Disposable Chairside Kits,COGS,2561.98
2025-01,5075,Temporary Crown Materials,COGS,1707.99
2025-01,5080,Nitrous Oxide and Gas Supplies,COGS,1707.99
2025-01,5085,Intraoral Scanner Tips,COGS,1707.99
2025-01,5090,Surgical Sutures and Dressings,COGS,1707.99
2025-01,5095,Lab Shipping and Handling,COGS,2561.98
2025-01,6000,Dentist Payroll,Operating Expense,36228.38
2025-01,6005,Dentist Payroll Taxes,Operating Expense,3019.03
